mnemonic,description
GGALSDR_G01_AC_XDC,"General Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GGADLSDR_T_G01_AC_USD,"General Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, US Dollars"
GGADLSDR_T_G01_CA_XDC,"General Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GGADLSDR_T_G01_CA_USD,"General Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
GGADLSDR_T_G01_AC_EUR,"General Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, 2001 Manual, Noncash, Euros"
GGADLSDR_T_G01_AC_XDC,"General Government, Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, 2001 Manual, Noncash, National Currency"
GGADAFXD_T_G01_CA_EUR,"General Government, Assets and Liabilities, Net Acquisition of Financial Assets Other than Cash, Domestic, Classification of transactions in assets and liabilities, 2001 Manual, Cash, Euros"
GGADAFXD_T_G01_CA_XDC,"General Government, Assets and Liabilities, Net Acquisition of Financial Assets Other than Cash, Domestic, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GGADAFXD_T_G01_CA_USD,"General Government, Assets and Liabilities, Net Acquisition of Financial Assets Other than Cash, Domestic, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
GGADAFXF_T_G01_CA_EUR,"General Government, Assets and Liabilities, Net Acquisition of Financial Assets Other than Cash, Foreign, Classification of transactions in assets and liabilities, 2001 Manual, Cash, Euros"
GGADAFXF_T_G01_CA_XDC,"General Government, Assets and Liabilities, Net Acquisition of Financial Assets Other than Cash, Foreign, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GGADAFXF_T_G01_CA_USD,"General Government, Assets and Liabilities, Net Acquisition of Financial Assets Other than Cash, Foreign, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
GGALW_G01_AC_EUR,"General Government, Assets and Liabilities, Net Financial Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, Euros"
GGALW_G01_AC_XDC,"General Government, Assets and Liabilities, Net Financial Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GGALW_G01_AC_USD,"General Government, Assets and Liabilities, Net Financial Worth, Noncash, US Dollars"
GGANW_G01_AC_EUR,"General Government, Assets and Liabilities, Net Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, Euros"
GGANW_G01_AC_XDC,"General Government, Assets and Liabilities, Net Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GGANW_G01_AC_USD,"General Government, Assets and Liabilities, Net Worth, Noncash, US Dollars"
GGAAN_G01_AC_EUR,"General Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, Euros"
GGAAN_G01_AC_USD,"General Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Accrual, US Dollars"
GGAAN_G01_AC_XDC,"General Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Noncash, National Currency"
GGADAN_T_G01_AC_USD,"General Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Accrual, US Dollars"
GGADAN_T_G01_CA_EUR,"General Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, Euros"
GGADAN_T_G01_CA_XDC,"General Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GGADAN_T_G01_CA_USD,"General Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
GGADAN_T_G01_AC_EUR,"General Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Noncash, Euros"
GGADAN_T_G01_AC_XDC,"General Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Noncash, National Currency"
GGADANP_T_G01_CA_EUR,"General Government, Assets and Liabilities, Non-financial Assets, Purchases of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, Euros"
GGADANP_T_G01_CA_XDC,"General Government, Assets and Liabilities, Non-financial Assets, Purchases of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GGADANP_T_G01_CA_USD,"General Government, Assets and Liabilities, Non-financial Assets, Purchases of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
GGADANS_T_G01_CA_EUR,"General Government, Assets and Liabilities, Non-financial Assets, Sales of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, Euros"
GGADANS_T_G01_CA_XDC,"General Government, Assets and Liabilities, Non-financial Assets, Sales of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, National Currency"
GGADANS_T_G01_CA_USD,"General Government, Assets and Liabilities, Non-financial Assets, Sales of Non-financial Assets, Classification of transactions in assets and liabilities, 2001 Manual, Cash, US Dollars"
GGXCCO_G01_CA_EUR,"General Government, Cash Inflow from Operation Activities, 2001 Manual, Cash, Euros"
GGXCCO_G01_CA_XDC,"General Government, Cash Inflow from Operation Activities, 2001 Manual, Cash, National Currency"
GGXCCO_G01_CA_USD,"General Government, Cash Inflow from Operation Activities, 2001 Manual, Cash, US Dollars"
GGXCCF_G01_CA_EUR,"General Government, Cash Infow from Financing Activities, 2001 Manual, Cash, Euros"
GGXCCF_G01_CA_XDC,"General Government, Cash Infow from Financing Activities, 2001 Manual, Cash, National Currency"
GGXCCF_G01_CA_USD,"General Government, Cash Infow from Financing Activities, 2001 Manual, Cash, US Dollars"
GGXCCB_G01_CA_EUR,"General Government, Cash surplus/deficit, 2001 Manual, Cash, Euros"
GGXCCB_G01_CA_XDC,"General Government, Cash surplus/deficit, 2001 Manual, Cash, National Currency"
GGXCCB_G01_CA_USD,"General Government, Cash surplus/deficit, 2001 Manual, Cash, US Dollars"
GGXCCBA_G01_CA_EUR,"General Government, Cash surplus/deficit, Adjustment to Cash surplus/deficit, 2001 Manual, Cash, Euros"
GGXCCBA_G01_CA_XDC,"General Government, Cash surplus/deficit, Adjustment to Cash surplus/deficit, 2001 Manual, Cash, National Currency"
GGXCCBA_G01_CA_USD,"General Government, Cash surplus/deficit, Adjustment to Cash surplus/deficit, 2001 Manual, Cash, US Dollars"
GGE_G01_CA_EUR,"General Government, Expense, Cash, Euros"
GGE_G01_CA_XDC,"General Government, Expense, Cash, National Currency"
GGE_G01_CA_USD,"General Government, Expense, Cash, US Dollars"
GGECE_G01_CA_EUR,"General Government, Expense, Compensation of Employees, 2001 Manual, Cash, Euros"
GGECE_G01_CA_XDC,"General Government, Expense, Compensation of Employees, 2001 Manual, Cash, National Currency"
GGECE_G01_CA_USD,"General Government, Expense, Compensation of Employees, 2001 Manual, Cash, US Dollars"
GGECE_G01_AC_EUR,"General Government, Expense, Compensation of Employees, 2001 Manual, Noncash, Euros"
GGECE_G01_AC_XDC,"General Government, Expense, Compensation of Employees, 2001 Manual, Noncash, National Currency"
GGECE_G01_AC_USD,"General Government, Expense, Compensation of Employees, Noncash, US Dollars"
GGEKC_G01_AC_EUR,"General Government, Expense, Consumption of Fixed Capital, 2001 Manual, Noncash, Euros"
GGEKC_G01_AC_XDC,"General Government, Expense, Consumption of Fixed Capital, 2001 Manual, Noncash, National Currency"
GGEKC_G01_AC_USD,"General Government, Expense, Consumption of Fixed Capital, Noncash, US Dollars"
GGE_G01_AC_EUR,"General Government, Expense, Euros"
GGEG_G01_CA_EUR,"General Government, Expense, Grants, 2001 Manual, Cash, Euros"
GGEG_G01_CA_XDC,"General Government, Expense, Grants, 2001 Manual, Cash, National Currency"
GGEG_G01_CA_USD,"General Government, Expense, Grants, 2001 Manual, Cash, US Dollars"
GGEG_G01_AC_EUR,"General Government, Expense, Grants, 2001 Manual, Noncash, Euros"
GGEG_G01_AC_XDC,"General Government, Expense, Grants, 2001 Manual, Noncash, National Currency"
GGEG_G01_AC_USD,"General Government, Expense, Grants, Noncash, US Dollars"
GGEI_G01_CA_EUR,"General Government, Expense, Interest, 2001 Manual, Cash, Euros"
GGEI_G01_CA_XDC,"General Government, Expense, Interest, 2001 Manual, Cash, National Currency"
GGEI_G01_CA_USD,"General Government, Expense, Interest, 2001 Manual, Cash, US Dollars"
GGEI_G01_AC_EUR,"General Government, Expense, Interest, 2001 Manual, Noncash, Euros"
GGEI_G01_AC_XDC,"General Government, Expense, Interest, 2001 Manual, Noncash, National Currency"
GGEI_G01_AC_USD,"General Government, Expense, Interest, Noncash, US Dollars"
GGE_G01_AC_XDC,"General Government, Expense, Noncash, National Currency"
GGE_G01_AC_USD,"General Government, Expense, Noncash, US Dollars"
GGEO_G01_CA_EUR,"General Government, Expense, Other, 2001 Manual, Cash, Euros"
GGEO_G01_CA_XDC,"General Government, Expense, Other, 2001 Manual, Cash, National Currency"
GGEO_G01_CA_USD,"General Government, Expense, Other, 2001 Manual, Cash, US Dollars"
GGEO_G01_AC_EUR,"General Government, Expense, Other, 2001 Manual, Noncash, Euros"
GGEO_G01_AC_XDC,"General Government, Expense, Other, 2001 Manual, Noncash, National Currency"
GGEO_G01_AC_USD,"General Government, Expense, Other, Noncash, US Dollars"
GGES_G01_CA_EUR,"General Government, Expense, Social Benefits, 2001 Manual, Cash, Euros"
GGES_G01_CA_XDC,"General Government, Expense, Social Benefits, 2001 Manual, Cash, National Currency"
GGES_G01_CA_USD,"General Government, Expense, Social Benefits, 2001 Manual, Cash, US Dollars"
GGES_G01_AC_EUR,"General Government, Expense, Social Benefits, 2001 Manual, Noncash, Euros"
GGES_G01_AC_XDC,"General Government, Expense, Social Benefits, 2001 Manual, Noncash, National Currency"
GGES_G01_AC_USD,"General Government, Expense, Social Benefits, Noncash, US Dollars"
GGEST_G01_CA_EUR,"General Government, Expense, Subsidies, 2001 Manual, Cash, Euros"
GGEST_G01_CA_XDC,"General Government, Expense, Subsidies, 2001 Manual, Cash, National Currency"
GGEST_G01_CA_USD,"General Government, Expense, Subsidies, 2001 Manual, Cash, US Dollars"
GGEST_G01_AC_EUR,"General Government, Expense, Subsidies, 2001 Manual, Noncash, Euros"
GGEST_G01_AC_XDC,"General Government, Expense, Subsidies, 2001 Manual, Noncash, National Currency"
GGEST_G01_AC_USD,"General Government, Expense, Subsidies, Noncash, US Dollars"
GGEGS_G01_CA_EUR,"General Government, Expense, Use of Goods and Services, 2001 Manual, Cash, Euros"
GGEGS_G01_CA_XDC,"General Government, Expense, Use of Goods and Services, 2001 Manual, Cash, National Currency"
GGEGS_G01_CA_USD,"General Government, Expense, Use of Goods and Services, 2001 Manual, Cash, US Dollars"
GGEGS_G01_AC_EUR,"General Government, Expense, Use of Goods and Services, 2001 Manual, Noncash, Euros"
GGEGS_G01_AC_XDC,"General Government, Expense, Use of Goods and Services, 2001 Manual, Noncash, National Currency"
GGEGS_G01_AC_USD,"General Government, Expense, Use of Goods and Services, Noncash, US Dollars"
GGXWDG_G01_GDP_PT,"General Government, Gross debt position, 2001 Manual, Percent of GDP, Percent"
GGXCBG_G01_AC_EUR,"General Government, Gross operating balance, 2001 Manual, Noncash, Euros"
GGXCBG_G01_AC_XDC,"General Government, Gross operating balance, 2001 Manual, Noncash, National Currency"
GGXCBG_G01_AC_USD,"General Government, Gross operating balance, Noncash, US Dollars"
GGX_G01_GDP_PT,"General Government, Memo Item: Expenditure, 2001 Manual, Percent of GDP, Percent"
GGXCNC_G01_CA_EUR,"General Government, Net change in the Stock of Cash, 2001 Manual, Cash, Euros"
